Klimakennwert,Jahreszeit,Landkreis Name,Landkreis Kennziffer (Kreisschlüssel),Median der Änderungen,Minimum,Maximum,Einheit,HYRAS Beobachtungen 1971-2000,Experteneinschätzung zur Belastbarkeit 
Niederschlag,ganzes Jahr,Barnim,12060,11.2,-2.9,30.3,%, 571.8,Zunahme 
Niederschlag,ganzes Jahr,Dahme-Spreewald,12061,10.9,-3.9,29.7,%, 549.8,Zunahme 
Niederschlag,ganzes Jahr,Elbe-Elster,12062,10.7,-5.6,29.8,%, 556.8,Zunahme 
Niederschlag,ganzes Jahr,Havelland,12063,12.0,-0.4,33.5,%, 530.6,Zunahme 
Niederschlag,ganzes Jahr,Märkisch-Oderland,12064,12.0,-2.8,32.1,%, 530.1,Zunahme 
Niederschlag,ganzes Jahr,Oberhavel,12065,12.1,-1.7,32.0,%, 559.4,Zunahme 
Niederschlag,ganzes Jahr,Oberspreewald-Lausitz,12066,10.7,-6.2,28.0,%, 573.9,Zunahme 
Niederschlag,ganzes Jahr,Rheingau-Taunus-Kreis,06439,7.3,-3.8,27.4,%, 704.4,Zunahme 
Niederschlag,ganzes Jahr,Region um  Nürnberg,09564_09563_09574_09565_09573_09572_09576_09562,8.2,-11.6,25.9,%, 746.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Waldshut,08337,3.3,-11.7,20.5,%, 1289.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lörrach,08336,0.9,-8.6,26.9,%, 1289.6,keine Änderungen 
Niederschlag,ganzes Jahr,Konstanz,08335,9.5,-10.0,28.0,%, 849.0,Zunahme 
Niederschlag,ganzes Jahr,Region um Schwerin ,13004_13076_13074,10.5,-6.2,30.4,%, 619.6,Zunahme 
Niederschlag,ganzes Jahr,Region um  Wilhelmshaven,03405_03455,9.6,-2.9,28.7,%, 805.5,Zunahme 
Niederschlag,ganzes Jahr,Region um  Ansbach,09561_09571,9.0,-10.7,19.6,%, 710.9,Zunahme 
Niederschlag,ganzes Jahr,Region um  Koblenz,07111_07137_07141_07143,6.8,-6.5,29.4,%, 802.1,Zunahme 
Niederschlag,ganzes Jahr,Biberach,08426,9.4,-10.4,27.2,%, 853.9,Zunahme 
Niederschlag,ganzes Jahr,Alb-Donau-Kreis,08425,7.9,-6.2,22.7,%, 836.1,Zunahme 
Niederschlag,ganzes Jahr,Rottweil,08325,6.3,-11.4,26.7,%, 1043.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schwarzwald-Baar-Kreis,08326,3.6,-12.1,18.8,%, 1129.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Tuttlingen,08327,6.1,-10.5,24.7,%, 862.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Bayreuth ,09462_09472,6.5,-10.3,24.6,%, 868.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Diepholz,03251,8.6,-6.7,28.4,%, 684.7,Zunahme 
Niederschlag,ganzes Jahr,Mayen-Koblenz,07137,6.4,-8.7,31.3,%, 673.0,Zunahme 
Niederschlag,ganzes Jahr,Holzminden,03255,8.7,-9.1,25.4,%, 855.9,Zunahme 
Niederschlag,ganzes Jahr,Hildesheim,03254,9.0,-8.3,29.5,%, 708.8,Zunahme 
Niederschlag,ganzes Jahr,Schaumburg,03257,7.8,-10.2,27.5,%, 743.2,Zunahme 
Niederschlag,ganzes Jahr,Nienburg (Weser),03256,8.3,-7.3,29.0,%, 679.9,Zunahme 
Niederschlag,ganzes Jahr,Vogtlandkreis,14523,8.3,-9.9,25.6,%, 748.8,Zunahme 
Niederschlag,ganzes Jahr,Mittelsachsen,14522,8.8,-10.6,26.1,%, 749.7,Zunahme 
Niederschlag,ganzes Jahr,Erzgebirgskreis,14521,8.2,-9.3,24.0,%, 900.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Berlin,11000,12.6,-2.3,32.4,%, 566.9,Zunahme 
Niederschlag,ganzes Jahr,Zwickau,14524,9.2,-10.4,31.4,%, 702.6,Zunahme 
Niederschlag,ganzes Jahr,Region um Schwabach ,09565_09576_09564,10.4,-12.1,24.5,%, 713.8,Zunahme 
Niederschlag,ganzes Jahr,Region um  Braunschweig,03101_03157_03154_03151_03102_03158_03103,10.1,-6.7,29.0,%, 634.0,Zunahme 
Niederschlag,ganzes Jahr,Region um Hof ,09464_09475,8.1,-9.2,24.0,%, 843.8,Zunahme 
Niederschlag,ganzes Jahr,Region um  Kaiserslautern,07312_07335_07332,8.2,-8.3,23.2,%, 736.4,Zunahme 
Niederschlag,ganzes Jahr,Region um  München,09162_09184_09179_09174,7.9,-7.8,24.6,%, 958.7,Zunahme 
Niederschlag,ganzes Jahr,Region um Cottbus ,12052_12071,11.3,-5.3,31.1,%, 575.7,Zunahme 
Niederschlag,ganzes Jahr,Region um  Bochum,05911_05954_05913_05513_05113_05916_05562,6.1,-7.1,29.6,%, 863.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bautzen,14625,12.4,-8.2,27.7,%, 683.7,Zunahme 
Niederschlag,ganzes Jahr,Görlitz,14626,12.3,-7.0,28.4,%, 667.2,Zunahme 
Niederschlag,ganzes Jahr,Meißen,14627,10.3,-10.5,30.6,%, 597.8,Zunahme 
Niederschlag,ganzes Jahr,Region um Amberg ,09361_09371,8.8,-11.4,21.9,%, 789.4,Zunahme 
Niederschlag,ganzes Jahr,Sächsische Schweiz-Osterzgebirge,14628,10.2,-10.4,26.0,%, 772.4,Zunahme 
Niederschlag,ganzes Jahr,Esslingen,08116,6.7,-7.6,25.6,%, 838.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Böblingen,08115,7.6,-8.6,21.4,%, 756.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Eisenach ,16056_16063_06636,8.1,-7.4,28.4,%, 731.3,Zunahme 
Niederschlag,ganzes Jahr,Düren,05358,5.3,-9.6,29.1,%, 715.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Ludwigshafen am Rhein ,07314_07311_07338_08222,9.3,-6.2,43.3,%, 598.9,Zunahme 
Niederschlag,ganzes Jahr,Region um Passau ,09262_09275,8.9,-5.8,26.6,%, 935.4,Zunahme 
Niederschlag,ganzes Jahr,Region um Magdeburg ,15003_15083_15089_15086,12.0,-5.1,32.0,%, 506.5,Zunahme 
Niederschlag,ganzes Jahr,Region um Straubing ,09263_09278,9.8,-7.1,27.6,%, 811.8,Zunahme 
Niederschlag,ganzes Jahr,Region um  Coburg,09463_09473,7.7,-9.6,31.9,%, 737.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Duisburg ,05112_05114_05119_05117_05170_05158_05111,6.3,-5.8,34.1,%, 798.1,Zunahme 
Niederschlag,ganzes Jahr,Region um Bremen ,04011_03361_03251_03401_03461_03356_03352_04012,9.8,-5.2,29.8,%, 740.1,Zunahme 
Niederschlag,ganzes Jahr,Region um Delmenhorst ,03401_03458_04011_03251_03461,8.8,-6.0,28.1,%, 713.1,Zunahme 
Niederschlag,ganzes Jahr,Region um  Potsdam,12054_12063_12069_11000_12051,11.9,-2.1,32.2,%, 538.0,Zunahme 
Niederschlag,ganzes Jahr,Cloppenburg,03453,7.8,-4.8,28.1,%, 775.4,Zunahme 
Niederschlag,ganzes Jahr,Aurich,03452,10.6,-3.4,35.1,%, 804.0,Zunahme 
Niederschlag,ganzes Jahr,Ammerland,03451,7.7,-4.5,28.3,%, 785.1,Zunahme 
Niederschlag,ganzes Jahr,Leer,03457,9.2,-4.7,29.2,%, 767.7,Zunahme 
Niederschlag,ganzes Jahr,Grafschaft Bentheim,03456,6.8,-3.7,30.5,%, 780.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Friesland,03455,9.5,-2.9,28.8,%, 802.1,Zunahme 
Niederschlag,ganzes Jahr,Emsland,03454,7.5,-4.9,30.1,%, 769.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Osnabrück,03459,6.6,-6.6,26.7,%, 795.1,Zunahme 
Niederschlag,ganzes Jahr,Oldenburg,03458,8.3,-7.0,26.9,%, 738.1,Zunahme 
Niederschlag,ganzes Jahr,Coesfeld,05558,6.2,-6.5,28.4,%, 808.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Potsdam-Mittelmark,12069,11.8,-3.3,31.1,%, 535.7,Zunahme 
Niederschlag,ganzes Jahr,Freising,09178,9.2,-4.7,25.6,%, 811.0,Zunahme 
Niederschlag,ganzes Jahr,Fürstenfeldbruck,09179,8.4,-8.6,22.7,%, 925.6,Zunahme 
Niederschlag,ganzes Jahr,Minden-Lübbecke,05770,8.0,-9.4,28.0,%, 700.4,Zunahme 
Niederschlag,ganzes Jahr,Erding,09177,9.1,-4.6,26.1,%, 889.2,Zunahme 
Niederschlag,ganzes Jahr,Dachau,09174,8.9,-6.8,25.4,%, 882.4,Zunahme 
Niederschlag,ganzes Jahr,Ebersberg,09175,9.2,-7.6,24.9,%, 1056.5,Zunahme 
Niederschlag,ganzes Jahr,Paderborn,05774,5.4,-8.7,28.3,%, 861.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Tölz-Wolfratshausen,09173,5.5,-15.8,25.0,%, 1481.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altötting,09171,10.5,-5.2,24.9,%, 936.1,Zunahme 
Niederschlag,ganzes Jahr,Segeberg,01060,10.4,-2.6,31.2,%, 810.4,Zunahme 
Niederschlag,ganzes Jahr,Steinburg,01061,11.2,-1.5,34.6,%, 835.9,Zunahme 
Niederschlag,ganzes Jahr,Stormarn,01062,9.0,-3.3,29.8,%, 770.9,Zunahme 
Niederschlag,ganzes Jahr,Warendorf,05570,6.7,-6.5,29.4,%, 758.8,Zunahme 
Niederschlag,ganzes Jahr,Erlangen-Höchstadt,09572,9.5,-11.9,28.1,%, 703.5,Zunahme 
Niederschlag,ganzes Jahr,Ansbach,09571,9.0,-10.7,19.6,%, 712.1,Zunahme 
Niederschlag,ganzes Jahr,Roth,09576,9.9,-12.0,23.6,%, 727.5,Zunahme 
Niederschlag,ganzes Jahr,Weißenburg-Gunzenhausen,09577,8.4,-11.3,19.9,%, 743.9,Zunahme 
Niederschlag,ganzes Jahr,Nürnberger Land,09574,7.5,-11.2,27.5,%, 869.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Aisch-Bad Windsheim,09575,8.5,-11.5,24.6,%, 675.4,Zunahme 
Niederschlag,ganzes Jahr,Wesel,05170,6.8,-6.4,30.7,%, 761.5,Zunahme 
Niederschlag,ganzes Jahr,Lichtenfels,09478,8.2,-10.5,29.0,%, 729.0,Zunahme 
Niederschlag,ganzes Jahr,Coburg,09473,7.7,-9.6,31.8,%, 737.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bayreuth,09472,6.4,-10.2,24.5,%, 874.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bamberg,09471,7.2,-10.6,28.1,%, 737.2,Zunahme 
Niederschlag,ganzes Jahr,Oder-Spree,12067,11.5,-3.5,30.7,%, 556.2,Zunahme 
Niederschlag,ganzes Jahr,Kulmbach,09477,7.5,-10.1,28.3,%, 836.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kronach,09476,6.7,-9.8,28.1,%, 932.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hof,09475,8.2,-9.2,24.0,%, 850.1,Zunahme 
Niederschlag,ganzes Jahr,Forchheim,09474,7.2,-11.3,28.7,%, 822.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Vogelsbergkreis,06535,6.2,-8.3,32.3,%, 829.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Marburg-Biedenkopf,06534,8.4,-8.7,29.1,%, 752.6,Zunahme 
Niederschlag,ganzes Jahr,Limburg-Weilburg,06533,9.6,-6.4,29.8,%, 745.3,Zunahme 
Niederschlag,ganzes Jahr,Lahn-Dill-Kreis,06532,7.2,-7.4,27.3,%, 862.1,Zunahme 
Niederschlag,ganzes Jahr,Gießen,06531,8.6,-3.7,34.8,%, 694.8,Zunahme 
Niederschlag,ganzes Jahr,Region um  Heidelberg,08221_08226_08222,7.7,-4.2,37.8,%, 832.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Solingen ,05122_05158_05124_05378_05120,5.4,-7.8,33.3,%, 1045.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Köln,05315,5.6,-7.9,43.4,%, 788.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oberallgäu,09780,3.6,-9.4,20.6,%, 1730.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Deggendorf,09271,8.7,-5.9,29.2,%, 963.4,Zunahme 
Niederschlag,ganzes Jahr,Kelheim,09273,10.7,-8.6,26.6,%, 738.8,Zunahme 
Niederschlag,ganzes Jahr,Rhein-Sieg-Kreis,05382,6.2,-7.4,40.6,%, 822.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Passau,09275,9.0,-5.7,26.6,%, 937.9,Zunahme 
Niederschlag,ganzes Jahr,Landshut,09274,10.0,-4.4,24.2,%, 787.1,Zunahme 
Niederschlag,ganzes Jahr,Rottal-Inn,09277,10.4,-3.7,23.6,%, 863.9,Zunahme 
Niederschlag,ganzes Jahr,Regen,09276,7.0,-8.8,23.5,%, 1127.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dingolfing-Landau,09279,11.0,-4.0,24.3,%, 771.0,Zunahme 
Niederschlag,ganzes Jahr,Straubing-Bogen,09278,9.7,-7.0,27.4,%, 815.6,Zunahme 
Niederschlag,ganzes Jahr,Cham,09372,8.5,-10.5,25.2,%, 847.8,Zunahme 
Niederschlag,ganzes Jahr,Neumarkt in der Oberpfalz,09373,7.5,-11.8,23.2,%, 821.8,Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Waldnaab,09374,7.5,-11.8,25.1,%, 777.2,Zunahme 
Niederschlag,ganzes Jahr,Regensburg,09375,11.1,-7.6,24.6,%, 723.3,Zunahme 
Niederschlag,ganzes Jahr,Schwandorf,09376,11.1,-9.7,29.0,%, 752.1,Zunahme 
Niederschlag,ganzes Jahr,Tirschenreuth,09377,7.3,-11.6,23.0,%, 810.6,Zunahme 
Niederschlag,ganzes Jahr,Ennepe-Ruhr-Kreis,05954,5.0,-8.1,27.1,%, 989.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hochsauerlandkreis,05958,5.3,-10.2,19.1,%, 1031.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Unterallgäu,09778,6.9,-11.8,22.9,%, 1000.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Chemnitz ,14511_14524_14521_14522,8.8,-10.1,26.4,%, 792.0,Zunahme 
Niederschlag,ganzes Jahr,Region um Pirmasens ,07317_07340,5.9,-9.5,24.1,%, 917.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hamburg,02000,10.0,-5.4,31.9,%, 751.4,Zunahme 
Niederschlag,ganzes Jahr,Unstrut-Hainich-Kreis,16064,7.9,-6.6,27.7,%, 614.3,Zunahme 
Niederschlag,ganzes Jahr,Kyffhäuserkreis,16065,10.4,-4.3,27.4,%, 537.4,Zunahme 
Niederschlag,ganzes Jahr,Schmalkalden-Meiningen,16066,6.2,-10.3,27.3,%, 770.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gotha,16067,8.7,-7.4,25.7,%, 684.5,Zunahme 
Niederschlag,ganzes Jahr,Eichsfeld,16061,7.5,-6.8,28.0,%, 716.6,Zunahme 
Niederschlag,ganzes Jahr,Nordhausen,16062,9.9,-10.1,28.1,%, 675.6,Zunahme 
Niederschlag,ganzes Jahr,Wartburgkreis,16063,9.8,-8.6,28.8,%, 704.3,Zunahme 
Niederschlag,ganzes Jahr,Sömmerda,16068,11.4,-4.2,32.7,%, 512.6,Zunahme 
Niederschlag,ganzes Jahr,Hildburghausen,16069,6.1,-9.5,29.1,%, 797.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuwied,07138,5.9,-7.5,36.8,%, 832.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr, Region um Würzburg,09663_09679,8.6,-9.1,28.7,%, 624.4,Zunahme 
Niederschlag,ganzes Jahr,Ahrweiler,07131,5.6,-10.6,27.1,%, 714.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altenkirchen (Westerwald),07132,5.9,-6.6,31.4,%, 1024.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Kreuznach,07133,8.0,-8.5,22.0,%, 634.1,Zunahme 
Niederschlag,ganzes Jahr,Birkenfeld,07134,4.9,-11.7,19.6,%, 871.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cochem-Zell,07135,7.3,-8.5,22.8,%, 758.2,Zunahme 
Niederschlag,ganzes Jahr,Schweinfurt,09678,9.7,-8.3,31.2,%, 635.0,Zunahme 
Niederschlag,ganzes Jahr,Leipzig,14729,10.9,-8.3,33.8,%, 598.2,Zunahme 
Niederschlag,ganzes Jahr,Region um Stuttgart ,08111_08115_08116_08118_08119,7.8,-6.5,24.8,%, 819.4,Zunahme 
Niederschlag,ganzes Jahr,Bodenseekreis,08435,9.9,-9.2,33.2,%, 1015.0,Zunahme 
Niederschlag,ganzes Jahr,Ravensburg,08436,5.7,-9.3,27.7,%, 1151.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sigmaringen,08437,7.8,-9.6,24.4,%, 840.8,Zunahme 
Niederschlag,ganzes Jahr,Region um  Frankfurt am Main,06412_06413_06436_06434_06440_06435_06438_06433,7.6,-5.6,34.5,%, 748.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Hagen ,05914_05954_05913_05978_05962,5.4,-8.7,26.5,%, 981.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Main-Taunus-Kreis,06436_06412_06414_06433_06439_06434,8.3,-2.9,30.3,%, 699.1,Zunahme 
Niederschlag,ganzes Jahr,Region Hannover,03241,9.6,-9.0,29.9,%, 665.6,Zunahme 
Niederschlag,ganzes Jahr,Rhein-Lahn-Kreis,07141,7.3,-7.8,31.2,%, 722.8,Zunahme 
Niederschlag,ganzes Jahr,Rhein-Hunsrück-Kreis,07140,7.1,-8.7,21.2,%, 723.4,Zunahme 
Niederschlag,ganzes Jahr,Westerwaldkreis,07143,5.5,-5.4,29.3,%, 986.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Leverkusen ,05316_05315_05378_05158,5.3,-5.7,37.9,%, 934.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Aschaffenburg,09661_09671_09676,6.9,-10.4,32.9,%, 833.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rosenheim,09187,8.6,-11.5,24.9,%, 1268.5,Zunahme 
Niederschlag,ganzes Jahr,Pfaffenhofen an der Ilm,09186,10.6,-6.8,28.8,%, 791.4,Zunahme 
Niederschlag,ganzes Jahr,Neuburg-Schrobenhausen,09185,10.4,-7.6,27.9,%, 748.8,Zunahme 
Niederschlag,ganzes Jahr,München,09184,8.2,-8.1,24.9,%, 1044.5,Zunahme 
Niederschlag,ganzes Jahr,Mühldorf am Inn,09183,10.0,-6.0,25.0,%, 922.8,Zunahme 
Niederschlag,ganzes Jahr,Miesbach,09182,4.0,-12.6,21.1,%, 1592.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Landsberg am Lech,09181,6.7,-11.6,20.0,%, 1008.4,Zunahme 
Niederschlag,ganzes Jahr,Garmisch-Partenkirchen,09180,5.3,-18.1,18.1,%, 1461.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Traunstein,09189,7.2,-10.4,24.6,%, 1382.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Starnberg,09188,8.7,-10.8,24.0,%, 1039.3,Zunahme 
Niederschlag,ganzes Jahr,Dithmarschen,01051,12.8,-0.9,37.3,%, 834.1,Zunahme 
Niederschlag,ganzes Jahr,Herzogtum Lauenburg,01053,9.2,-5.7,29.0,%, 717.0,Zunahme 
Niederschlag,ganzes Jahr,Ostholstein,01055,11.0,-3.6,29.7,%, 670.9,Zunahme 
Niederschlag,ganzes Jahr,Nordfriesland,01054,11.2,0.3,35.4,%, 806.6,Zunahme 
Niederschlag,ganzes Jahr,Plön,01057,10.4,-4.0,29.4,%, 736.8,Zunahme 
Niederschlag,ganzes Jahr,Pinneberg,01056,10.6,-2.1,33.7,%, 781.7,Zunahme 
Niederschlag,ganzes Jahr,Schleswig-Flensburg,01059,10.2,-1.4,30.6,%, 821.9,Zunahme 
Niederschlag,ganzes Jahr,Rendsburg-Eckernförde,01058,10.2,-0.2,31.6,%, 818.1,Zunahme 
Niederschlag,ganzes Jahr,Region um  Lübeck,01003_13074_01055_01053_01062,10.7,-5.0,29.8,%, 677.4,Zunahme 
Niederschlag,ganzes Jahr,Region um Oberhausen ,05119_05170_05512_05113_05117_05112,6.6,-6.2,32.7,%, 786.0,Zunahme 
Niederschlag,ganzes Jahr,Region um  Memmingen,09764_09778_08436,6.4,-10.4,25.8,%, 1074.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wetteraukreis,06440,7.2,-4.7,36.3,%, 711.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Erft-Kreis,05362,5.6,-6.5,37.8,%, 687.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Euskirchen,05366,5.4,-9.5,22.1,%, 792.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Rostock ,13003_13072,12.0,-5.3,32.3,%, 609.6,Zunahme 
Niederschlag,ganzes Jahr,Wittenberg,15091,11.3,-5.0,31.2,%, 555.7,Zunahme 
Niederschlag,ganzes Jahr,Karlsruhe,08215,7.5,-4.5,32.4,%, 805.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rastatt,08216,4.1,-8.2,32.0,%, 1200.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Offenbach ,06438_06432_06411_06433_06413_06435_06412_09671,7.4,-6.5,36.0,%, 775.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Lindau (Bodensee) ,09776_08435_08436_09780_09763,4.7,-9.3,24.6,%, 1380.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Essen ,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916,5.5,-6.5,31.0,%, 874.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Gera ,16052_16076_15084_16074,10.7,-6.7,29.7,%, 593.9,Zunahme 
Niederschlag,ganzes Jahr,Märkischer Kreis,05962,4.9,-9.5,25.4,%, 1136.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Mannheim,08222_08221_08226_06431_07338_07311_07318_07314,7.7,-4.3,38.2,%, 791.7,Zunahme 
Niederschlag,ganzes Jahr,Olpe,05966,6.1,-8.2,26.3,%, 1177.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Trier,07211_07235,3.9,-10.2,24.8,%, 863.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Leipzig,14713_14729_14730,11.5,-7.4,32.5,%, 576.1,Zunahme 
Niederschlag,ganzes Jahr,Breisgau-Hochschwarzwald,08315,2.2,-9.9,24.8,%, 1153.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ortenaukreis,08317,4.2,-6.9,34.9,%, 1128.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Emmendingen,08316,4.6,-8.1,34.8,%, 1064.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Landau in der Pfalz ,07313_07337,7.9,-5.2,23.4,%, 793.8,Zunahme 
Niederschlag,ganzes Jahr,Region um  Dortmund,05913_05914_05911_05916_05978_05954_05562,6.2,-7.6,28.7,%, 850.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Brandenburg an der Havel,12051_12063_12069,11.9,-2.2,32.1,%, 532.4,Zunahme 
Niederschlag,ganzes Jahr,Eichstätt,09176,9.7,-9.2,24.2,%, 742.5,Zunahme 
Niederschlag,ganzes Jahr,Berchtesgadener Land,09172,3.8,-11.2,20.2,%, 1600.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Pforzheim,08231_08236_08235,4.8,-10.6,17.1,%, 982.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Zollernalbkreis,08417,4.8,-11.1,21.5,%, 898.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Speyer ,07318_07311_07314_07338_08215_08226_08212,7.7,-4.7,34.8,%, 782.6,Tendenz zur Zunahme 
