Klimakennwert,Jahreszeit,Landkreis Name,Landkreis Kennziffer (Kreisschlüssel),Median der Änderungen,Minimum,Maximum,Einheit,HYRAS Beobachtungen 1971-2000,Experteneinschätzung zur Belastbarkeit 
Niederschlag,ganzes Jahr,Regensburg,09375,2.4,-11.1,12.8,%, 723.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schwandorf,09376,2.3,-12.7,10.8,%, 752.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Tirschenreuth,09377,1.6,-11.6,9.2,%, 810.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ennepe-Ruhr-Kreis,05954,0.6,-10.4,7.8,%, 989.7,keine Änderungen 
Niederschlag,ganzes Jahr,Hochsauerlandkreis,05958,-0.2,-12.9,7.3,%, 1031.5,keine Änderungen 
Niederschlag,ganzes Jahr,Unterallgäu,09778,0.7,-8.0,8.7,%, 1000.9,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Chemnitz ,14511_14524_14521_14522,2.6,-13.4,7.6,%, 792.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Pirmasens ,07317_07340,2.1,-12.6,8.2,%, 917.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hamburg,02000,2.3,-12.3,7.3,%, 751.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Unstrut-Hainich-Kreis,16064,4.0,-8.5,13.2,%, 614.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kyffhäuserkreis,16065,3.5,-7.3,14.9,%, 537.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schmalkalden-Meiningen,16066,1.3,-9.9,7.9,%, 770.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gotha,16067,3.1,-8.5,11.0,%, 684.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Eichsfeld,16061,1.7,-10.7,9.1,%, 716.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordhausen,16062,2.7,-10.9,11.7,%, 675.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wartburgkreis,16063,1.2,-11.2,9.5,%, 704.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sömmerda,16068,4.9,-7.4,13.5,%, 512.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hildburghausen,16069,1.4,-8.7,7.0,%, 797.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuwied,07138,2.1,-10.1,7.5,%, 832.9,keine Änderungen 
Niederschlag,ganzes Jahr, Region um Würzburg,09663_09679,3.5,-6.8,8.6,%, 624.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ahrweiler,07131,2.0,-13.4,13.8,%, 714.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altenkirchen (Westerwald),07132,0.6,-9.6,5.9,%, 1024.3,keine Änderungen 
Niederschlag,ganzes Jahr,Bad Kreuznach,07133,2.6,-10.0,14.9,%, 634.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Birkenfeld,07134,1.7,-12.8,14.2,%, 871.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cochem-Zell,07135,1.5,-11.9,11.0,%, 758.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schweinfurt,09678,3.0,-7.0,8.4,%, 635.0,keine Änderungen 
Niederschlag,ganzes Jahr,Leipzig,14729,2.1,-12.2,8.1,%, 598.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Stuttgart ,08111_08115_08116_08118_08119,2.1,-7.1,11.4,%, 819.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bodenseekreis,08435,3.0,-6.4,9.8,%, 1015.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ravensburg,08436,1.6,-6.4,8.8,%, 1151.1,keine Änderungen 
Niederschlag,ganzes Jahr,Sigmaringen,08437,3.0,-5.1,8.3,%, 840.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Frankfurt am Main,06412_06413_06436_06434_06440_06435_06438_06433,2.7,-8.3,9.3,%, 748.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Hagen ,05914_05954_05913_05978_05962,0.8,-11.7,7.2,%, 981.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Main-Taunus-Kreis,06436_06412_06414_06433_06439_06434,2.0,-8.7,10.9,%, 699.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region Hannover,03241,3.1,-13.8,8.1,%, 665.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Lahn-Kreis,07141,0.9,-9.6,11.8,%, 722.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Hunsrück-Kreis,07140,1.6,-11.6,11.3,%, 723.4,keine Änderungen 
Niederschlag,ganzes Jahr,Westerwaldkreis,07143,1.7,-9.3,6.4,%, 986.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Leverkusen ,05316_05315_05378_05158,1.4,-10.2,6.8,%, 934.5,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Aschaffenburg,09661_09671_09676,1.9,-9.7,8.0,%, 833.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rosenheim,09187,1.0,-7.4,12.3,%, 1268.5,keine Änderungen 
Niederschlag,ganzes Jahr,Pfaffenhofen an der Ilm,09186,2.7,-8.5,11.7,%, 791.4,keine Änderungen 
Niederschlag,ganzes Jahr,Neuburg-Schrobenhausen,09185,2.9,-8.8,11.8,%, 748.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,München,09184,1.0,-8.5,10.3,%, 1044.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mühldorf am Inn,09183,2.3,-6.4,13.0,%, 922.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Miesbach,09182,1.8,-7.6,11.9,%, 1592.2,keine Änderungen 
Niederschlag,ganzes Jahr,Landsberg am Lech,09181,2.8,-7.1,9.3,%, 1008.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Garmisch-Partenkirchen,09180,0.8,-5.8,10.5,%, 1461.2,keine Änderungen 
Niederschlag,ganzes Jahr,Traunstein,09189,2.1,-6.8,13.6,%, 1382.3,keine Änderungen 
Niederschlag,ganzes Jahr,Starnberg,09188,3.0,-8.0,10.1,%, 1039.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dithmarschen,01051,3.6,-10.4,13.4,%, 834.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Herzogtum Lauenburg,01053,2.1,-12.6,8.7,%, 717.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ostholstein,01055,4.3,-13.9,10.6,%, 670.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordfriesland,01054,2.7,-11.4,13.6,%, 806.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Plön,01057,4.3,-13.3,9.8,%, 736.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pinneberg,01056,2.2,-11.8,7.2,%, 781.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schleswig-Flensburg,01059,3.2,-12.4,11.5,%, 821.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rendsburg-Eckernförde,01058,3.5,-12.1,9.4,%, 818.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Lübeck,01003_13074_01055_01053_01062,3.3,-13.4,9.5,%, 677.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Oberhausen ,05119_05170_05512_05113_05117_05112,2.1,-10.9,7.5,%, 786.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Memmingen,09764_09778_08436,1.1,-7.1,8.7,%, 1074.1,keine Änderungen 
Niederschlag,ganzes Jahr,Wetteraukreis,06440,3.4,-7.8,9.2,%, 711.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Erft-Kreis,05362,3.4,-8.1,9.9,%, 687.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Euskirchen,05366,0.9,-12.4,11.8,%, 792.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Rostock ,13003_13072,3.9,-13.7,10.7,%, 609.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wittenberg,15091,4.1,-10.9,11.7,%, 555.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Karlsruhe,08215,2.3,-8.2,12.0,%, 805.7,keine Änderungen 
Niederschlag,ganzes Jahr,Rastatt,08216,0.2,-10.9,10.2,%, 1200.7,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Offenbach ,06438_06432_06411_06433_06413_06435_06412_09671,2.5,-8.5,8.7,%, 775.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Lindau (Bodensee) ,09776_08435_08436_09780_09763,0.2,-6.1,9.6,%, 1380.3,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Essen ,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916,0.9,-10.4,6.7,%, 874.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Gera ,16052_16076_15084_16074,2.9,-9.3,12.5,%, 593.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Märkischer Kreis,05962,0.8,-12.8,6.1,%, 1136.6,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Mannheim,08222_08221_08226_06431_07338_07311_07318_07314,1.1,-8.8,10.0,%, 791.7,keine Änderungen 
Niederschlag,ganzes Jahr,Olpe,05966,0.5,-12.2,5.6,%, 1177.2,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Trier,07211_07235,0.5,-13.0,8.0,%, 863.9,keine Änderungen 
