Klimakennwert,Jahreszeit,Landkreis Name,Landkreis Kennziffer (Kreisschlüssel),Median der Änderungen,Minimum,Maximum,Einheit,HYRAS Beobachtungen 1971-2000,Experteneinschätzung zur Belastbarkeit 
Niederschlag,ganzes Jahr,Barnim,12060,5.3,-1.7,16.7,%, 571.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dahme-Spreewald,12061,6.0,-0.1,11.5,%, 549.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Elbe-Elster,12062,5.6,-0.6,9.6,%, 556.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Havelland,12063,5.3,-1.3,11.7,%, 530.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Märkisch-Oderland,12064,6.1,0.1,15.8,%, 530.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oberhavel,12065,5.1,-0.9,15.4,%, 559.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oberspreewald-Lausitz,12066,5.8,1.4,11.0,%, 573.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rheingau-Taunus-Kreis,06439,3.2,-2.5,11.7,%, 704.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Nürnberg,09564_09563_09574_09565_09573_09572_09576_09562,3.2,-2.6,10.4,%, 746.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Waldshut,08337,3.3,-5.3,12.2,%, 1289.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lörrach,08336,1.7,-9.2,11.8,%, 1289.6,keine Änderungen 
Niederschlag,ganzes Jahr,Konstanz,08335,7.1,-4.2,13.1,%, 849.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Schwerin ,13004_13076_13074,4.9,-0.9,9.5,%, 619.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Wilhelmshaven,03405_03455,4.4,-2.1,14.5,%, 805.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Ansbach,09561_09571,5.5,-2.9,9.7,%, 710.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Koblenz,07111_07137_07141_07143,3.8,-4.6,8.6,%, 802.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Biberach,08426,6.0,-5.8,11.2,%, 853.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Alb-Donau-Kreis,08425,6.1,-5.8,10.6,%, 836.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rottweil,08325,5.5,-4.5,10.6,%, 1043.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schwarzwald-Baar-Kreis,08326,3.3,-4.7,10.5,%, 1129.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Tuttlingen,08327,6.2,-6.1,9.8,%, 862.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Bayreuth ,09462_09472,2.0,-2.9,11.2,%, 868.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Diepholz,03251,3.0,-4.2,11.6,%, 684.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mayen-Koblenz,07137,4.0,-5.6,10.4,%, 673.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Holzminden,03255,2.5,-4.4,9.2,%, 855.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hildesheim,03254,3.1,-2.3,9.3,%, 708.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schaumburg,03257,2.8,-4.4,9.7,%, 743.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nienburg (Weser),03256,3.5,-4.1,9.8,%, 679.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Vogtlandkreis,14523,4.6,-1.4,10.6,%, 748.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mittelsachsen,14522,3.7,-1.1,9.1,%, 749.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erzgebirgskreis,14521,3.0,-1.1,9.4,%, 900.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Berlin,11000,6.0,-1.4,13.4,%, 566.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Zwickau,14524,3.4,-2.2,11.0,%, 702.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Schwabach ,09565_09576_09564,4.7,-1.8,9.9,%, 713.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Braunschweig,03101_03157_03154_03151_03102_03158_03103,3.2,-3.9,9.7,%, 634.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Hof ,09464_09475,2.4,-1.1,10.7,%, 843.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Kaiserslautern,07312_07335_07332,4.6,-4.2,13.7,%, 736.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  München,09162_09184_09179_09174,4.8,-7.2,10.5,%, 958.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Cottbus ,12052_12071,6.7,0.3,10.9,%, 575.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Bochum,05911_05954_05913_05513_05113_05916_05562,3.8,-3.6,9.0,%, 863.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bautzen,14625,5.7,0.4,10.8,%, 683.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Görlitz,14626,6.5,0.1,10.4,%, 667.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Meißen,14627,5.5,0.5,10.1,%, 597.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Amberg ,09361_09371,3.8,-2.4,11.6,%, 789.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sächsische Schweiz-Osterzgebirge,14628,3.8,0.5,8.9,%, 772.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Esslingen,08116,4.7,-5.2,9.3,%, 838.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Böblingen,08115,6.4,-4.2,12.3,%, 756.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Eisenach ,16056_16063_06636,3.3,-2.4,10.2,%, 731.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Düren,05358,2.8,-5.3,8.5,%, 715.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Ludwigshafen am Rhein ,07314_07311_07338_08222,5.8,-3.6,13.6,%, 598.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Passau ,09262_09275,5.0,-2.8,13.0,%, 935.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Magdeburg ,15003_15083_15089_15086,4.2,-2.5,9.8,%, 506.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Straubing ,09263_09278,5.2,-3.2,10.4,%, 811.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Coburg,09463_09473,3.5,-1.8,10.9,%, 737.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Duisburg ,05112_05114_05119_05117_05170_05158_05111,4.1,-3.7,8.7,%, 798.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Bremen ,04011_03361_03251_03401_03461_03356_03352_04012,4.1,-2.1,12.8,%, 740.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Delmenhorst ,03401_03458_04011_03251_03461,3.3,-2.9,12.5,%, 713.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Potsdam,12054_12063_12069_11000_12051,4.7,-1.5,10.7,%, 538.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cloppenburg,03453,3.4,-4.7,13.7,%, 775.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Aurich,03452,5.8,-2.8,14.9,%, 804.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ammerland,03451,3.6,-4.6,12.9,%, 785.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Leer,03457,3.8,-5.2,13.5,%, 767.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Grafschaft Bentheim,03456,3.3,-4.9,11.8,%, 780.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Friesland,03455,4.4,-2.3,14.5,%, 802.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Emsland,03454,3.7,-5.2,13.2,%, 769.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Osnabrück,03459,3.8,-3.3,11.9,%, 795.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oldenburg,03458,3.3,-3.1,13.2,%, 738.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Coesfeld,05558,3.7,-4.5,9.1,%, 808.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Potsdam-Mittelmark,12069,4.8,-2.5,10.3,%, 535.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Freising,09178,5.7,-5.5,11.4,%, 811.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Fürstenfeldbruck,09179,4.4,-7.7,10.6,%, 925.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Minden-Lübbecke,05770,3.6,-3.7,10.1,%, 700.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erding,09177,5.7,-6.1,10.7,%, 889.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dachau,09174,4.8,-6.6,11.9,%, 882.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ebersberg,09175,4.6,-7.1,9.7,%, 1056.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Paderborn,05774,3.4,-4.6,8.1,%, 861.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Tölz-Wolfratshausen,09173,2.8,-7.9,8.6,%, 1481.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altötting,09171,6.0,-6.0,11.1,%, 936.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Segeberg,01060,5.4,-1.5,12.1,%, 810.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Steinburg,01061,7.5,-1.1,14.2,%, 835.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Stormarn,01062,4.5,-1.4,10.6,%, 770.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Warendorf,05570,3.9,-2.7,7.9,%, 758.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erlangen-Höchstadt,09572,3.9,-2.7,11.3,%, 703.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ansbach,09571,5.5,-2.9,9.7,%, 712.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Roth,09576,4.7,-1.8,9.5,%, 727.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Weißenburg-Gunzenhausen,09577,4.3,-2.2,9.5,%, 743.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nürnberger Land,09574,2.6,-3.0,10.4,%, 869.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Aisch-Bad Windsheim,09575,4.5,-3.4,10.2,%, 675.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wesel,05170,3.8,-4.0,8.6,%, 761.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lichtenfels,09478,4.4,-3.2,11.9,%, 729.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Coburg,09473,3.5,-1.8,10.8,%, 737.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bayreuth,09472,2.0,-3.0,11.2,%, 874.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bamberg,09471,3.1,-3.3,10.7,%, 737.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oder-Spree,12067,6.5,-0.3,11.5,%, 556.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kulmbach,09477,3.0,-2.6,10.9,%, 836.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kronach,09476,2.9,-2.0,10.2,%, 932.3,keine Änderungen 
Niederschlag,ganzes Jahr,Hof,09475,2.4,-1.1,10.7,%, 850.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Forchheim,09474,3.0,-3.5,11.0,%, 822.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Vogelsbergkreis,06535,2.5,-3.3,9.5,%, 829.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Marburg-Biedenkopf,06534,5.7,-0.3,10.6,%, 752.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Limburg-Weilburg,06533,5.4,-3.0,10.1,%, 745.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lahn-Dill-Kreis,06532,4.1,-1.8,10.3,%, 862.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gießen,06531,5.9,-0.9,10.3,%, 694.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Heidelberg,08221_08226_08222,4.7,-4.6,13.3,%, 832.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Solingen ,05122_05158_05124_05378_05120,2.9,-5.5,7.7,%, 1045.4,keine Änderungen 
Niederschlag,ganzes Jahr,Köln,05315,3.3,-3.0,7.0,%, 788.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oberallgäu,09780,3.2,-7.6,9.7,%, 1730.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Deggendorf,09271,5.5,-4.2,13.4,%, 963.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kelheim,09273,6.8,-2.1,11.0,%, 738.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Sieg-Kreis,05382,3.6,-2.9,7.4,%, 822.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Passau,09275,4.9,-2.8,12.9,%, 937.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Landshut,09274,6.0,-3.7,11.1,%, 787.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rottal-Inn,09277,5.6,-4.1,10.1,%, 863.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Regen,09276,4.7,-2.3,10.7,%, 1127.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dingolfing-Landau,09279,6.1,-3.3,10.4,%, 771.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Straubing-Bogen,09278,5.2,-3.3,10.2,%, 815.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cham,09372,4.5,-3.1,10.4,%, 847.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neumarkt in der Oberpfalz,09373,3.5,-1.5,10.8,%, 821.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Waldnaab,09374,4.0,-2.9,11.2,%, 777.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Regensburg,09375,5.2,-2.7,11.6,%, 723.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schwandorf,09376,5.5,-2.2,12.0,%, 752.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Tirschenreuth,09377,3.1,-2.9,10.9,%, 810.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ennepe-Ruhr-Kreis,05954,3.3,-3.6,8.4,%, 989.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hochsauerlandkreis,05958,2.2,-2.7,7.0,%, 1031.5,keine Änderungen 
Niederschlag,ganzes Jahr,Unterallgäu,09778,4.5,-5.8,9.5,%, 1000.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Chemnitz ,14511_14524_14521_14522,3.1,-0.9,9.1,%, 792.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Pirmasens ,07317_07340,3.3,-4.7,10.0,%, 917.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hamburg,02000,4.6,-2.4,10.6,%, 751.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Unstrut-Hainich-Kreis,16064,4.4,-2.5,11.2,%, 614.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kyffhäuserkreis,16065,4.9,-3.5,11.1,%, 537.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schmalkalden-Meiningen,16066,1.6,-2.5,10.0,%, 770.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gotha,16067,2.9,-2.6,8.8,%, 684.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Eichsfeld,16061,3.4,-3.3,9.5,%, 716.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordhausen,16062,4.1,-0.9,11.4,%, 675.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wartburgkreis,16063,3.4,-2.2,11.6,%, 704.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sömmerda,16068,5.7,-1.7,11.2,%, 512.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hildburghausen,16069,2.0,-2.3,9.4,%, 797.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuwied,07138,3.4,-4.8,6.8,%, 832.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr, Region um Würzburg,09663_09679,5.0,-2.3,11.0,%, 624.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ahrweiler,07131,2.6,-5.3,9.2,%, 714.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altenkirchen (Westerwald),07132,3.2,-3.6,7.5,%, 1024.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Kreuznach,07133,4.9,-4.1,13.4,%, 634.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Birkenfeld,07134,3.5,-5.3,10.7,%, 871.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cochem-Zell,07135,3.8,-5.4,11.9,%, 758.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schweinfurt,09678,4.4,-3.3,11.2,%, 635.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Leipzig,14729,3.7,-0.7,7.9,%, 598.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Stuttgart ,08111_08115_08116_08118_08119,6.3,-2.7,9.7,%, 819.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bodenseekreis,08435,4.1,-4.3,13.0,%, 1015.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ravensburg,08436,4.5,-4.7,11.8,%, 1151.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sigmaringen,08437,5.8,-5.9,10.0,%, 840.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Frankfurt am Main,06412_06413_06436_06434_06440_06435_06438_06433,4.0,-3.3,10.5,%, 748.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Hagen ,05914_05954_05913_05978_05962,3.4,-3.0,8.6,%, 981.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Main-Taunus-Kreis,06436_06412_06414_06433_06439_06434,4.1,-2.6,12.0,%, 699.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region Hannover,03241,3.4,-3.2,9.6,%, 665.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Lahn-Kreis,07141,4.6,-3.6,10.1,%, 722.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Hunsrück-Kreis,07140,3.2,-4.8,11.3,%, 723.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Westerwaldkreis,07143,4.2,-4.4,6.8,%, 986.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Leverkusen ,05316_05315_05378_05158,3.5,-3.8,7.4,%, 934.5,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Aschaffenburg,09661_09671_09676,3.7,-3.7,11.8,%, 833.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rosenheim,09187,5.1,-7.3,10.9,%, 1268.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pfaffenhofen an der Ilm,09186,6.0,-3.5,11.8,%, 791.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuburg-Schrobenhausen,09185,6.1,-3.1,12.5,%, 748.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,München,09184,4.0,-7.1,9.7,%, 1044.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mühldorf am Inn,09183,6.6,-6.0,10.1,%, 922.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Miesbach,09182,2.4,-7.9,8.7,%, 1592.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Landsberg am Lech,09181,4.4,-6.1,9.5,%, 1008.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Garmisch-Partenkirchen,09180,3.4,-8.1,8.3,%, 1461.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Traunstein,09189,3.7,-6.8,9.9,%, 1382.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Starnberg,09188,4.4,-7.2,9.1,%, 1039.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dithmarschen,01051,7.1,0.8,16.7,%, 834.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Herzogtum Lauenburg,01053,4.1,-2.6,11.0,%, 717.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ostholstein,01055,5.2,0.0,12.1,%, 670.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordfriesland,01054,8.6,-1.0,13.9,%, 806.6,Zunahme 
Niederschlag,ganzes Jahr,Plön,01057,4.9,0.2,13.8,%, 736.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pinneberg,01056,5.6,-1.2,11.6,%, 781.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schleswig-Flensburg,01059,6.0,-1.0,12.3,%, 821.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rendsburg-Eckernförde,01058,5.5,-0.7,14.4,%, 818.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Lübeck,01003_13074_01055_01053_01062,4.9,-1.0,11.1,%, 677.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Oberhausen ,05119_05170_05512_05113_05117_05112,4.1,-3.8,9.0,%, 786.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Memmingen,09764_09778_08436,4.6,-5.2,10.9,%, 1074.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wetteraukreis,06440,3.3,-2.8,10.6,%, 711.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Erft-Kreis,05362,3.4,-3.5,7.5,%, 687.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Euskirchen,05366,2.1,-4.8,8.6,%, 792.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Rostock ,13003_13072,5.9,-0.9,11.5,%, 609.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wittenberg,15091,4.7,-1.7,10.5,%, 555.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Karlsruhe,08215,6.3,-5.0,13.2,%, 805.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rastatt,08216,4.6,-6.5,13.2,%, 1200.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Offenbach ,06438_06432_06411_06433_06413_06435_06412_09671,3.5,-4.0,11.7,%, 775.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Lindau (Bodensee) ,09776_08435_08436_09780_09763,4.8,-6.2,11.2,%, 1380.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Essen ,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916,3.6,-4.0,8.8,%, 874.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Gera ,16052_16076_15084_16074,3.6,-2.4,11.5,%, 593.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Märkischer Kreis,05962,2.7,-3.2,8.1,%, 1136.6,keine Änderungen 
