Klimakennwert,Jahreszeit,Landkreis Name,Landkreis Kennziffer (Kreisschlüssel),Median der Änderungen,Minimum,Maximum,Einheit,HYRAS Beobachtungen 1971-2000,Experteneinschätzung zur Belastbarkeit 
Niederschlag,ganzes Jahr,Fürstenfeldbruck,09179,5.9,1.5,16.8,%, 925.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Minden-Lübbecke,05770,4.7,-2.1,16.3,%, 700.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erding,09177,7.0,2.4,18.7,%, 889.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dachau,09174,6.8,1.6,17.0,%, 882.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ebersberg,09175,6.0,1.6,17.5,%, 1056.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Paderborn,05774,3.5,-0.7,13.1,%, 861.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Tölz-Wolfratshausen,09173,4.6,-2.0,15.3,%, 1481.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altötting,09171,6.1,2.8,18.6,%, 936.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Segeberg,01060,5.7,-1.0,17.8,%, 810.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Steinburg,01061,6.6,-0.8,19.2,%, 835.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Stormarn,01062,4.2,-1.8,17.7,%, 770.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Warendorf,05570,3.2,-1.2,14.8,%, 758.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erlangen-Höchstadt,09572,5.7,0.3,18.5,%, 703.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ansbach,09571,5.5,3.1,15.4,%, 712.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Roth,09576,5.1,2.2,15.4,%, 727.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Weißenburg-Gunzenhausen,09577,5.1,2.0,14.6,%, 743.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nürnberger Land,09574,4.6,0.1,17.3,%, 869.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Aisch-Bad Windsheim,09575,4.7,1.1,16.4,%, 675.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wesel,05170,3.7,-0.5,15.7,%, 761.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lichtenfels,09478,3.6,-0.0,18.1,%, 729.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Coburg,09473,3.5,-0.6,19.7,%, 737.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bayreuth,09472,3.3,-0.3,16.2,%, 874.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bamberg,09471,4.0,-0.3,17.8,%, 737.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oder-Spree,12067,7.7,-1.2,22.9,%, 556.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kulmbach,09477,3.8,0.2,17.7,%, 836.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kronach,09476,3.1,-0.5,17.1,%, 932.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hof,09475,3.6,-0.3,16.5,%, 850.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Forchheim,09474,4.1,-0.5,18.6,%, 822.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Vogelsbergkreis,06535,3.9,-1.6,19.4,%, 829.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Marburg-Biedenkopf,06534,7.1,-1.7,18.6,%, 752.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Limburg-Weilburg,06533,6.9,-1.5,17.6,%, 745.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lahn-Dill-Kreis,06532,4.7,-1.5,15.8,%, 862.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gießen,06531,6.9,-1.9,21.3,%, 694.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Heidelberg,08221_08226_08222,4.2,0.7,21.7,%, 832.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Solingen ,05122_05158_05124_05378_05120,3.0,-3.4,16.6,%, 1045.4,keine Änderungen 
Niederschlag,ganzes Jahr,Köln,05315,5.0,0.2,18.9,%, 788.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oberallgäu,09780,4.1,-1.7,12.6,%, 1730.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Deggendorf,09271,6.0,0.7,17.8,%, 963.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kelheim,09273,6.7,1.9,19.0,%, 738.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Sieg-Kreis,05382,4.5,-0.8,17.9,%, 822.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Passau,09275,7.0,2.4,19.2,%, 937.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Landshut,09274,7.5,1.2,19.5,%, 787.1,Zunahme 
Niederschlag,ganzes Jahr,Rottal-Inn,09277,6.6,1.6,19.9,%, 863.9,Zunahme 
Niederschlag,ganzes Jahr,Regen,09276,4.0,-1.5,12.0,%, 1127.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dingolfing-Landau,09279,7.3,2.3,20.3,%, 771.0,Zunahme 
Niederschlag,ganzes Jahr,Straubing-Bogen,09278,7.0,1.9,17.0,%, 815.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cham,09372,4.9,1.5,16.6,%, 847.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neumarkt in der Oberpfalz,09373,4.7,0.2,17.7,%, 821.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Waldnaab,09374,4.2,1.3,19.0,%, 777.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Regensburg,09375,6.9,2.3,18.8,%, 723.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schwandorf,09376,5.2,2.3,20.3,%, 752.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Tirschenreuth,09377,4.2,-0.6,16.9,%, 810.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ennepe-Ruhr-Kreis,05954,3.1,-1.3,12.7,%, 989.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hochsauerlandkreis,05958,1.2,-1.4,12.3,%, 1031.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Unterallgäu,09778,4.3,0.3,15.3,%, 1000.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Chemnitz ,14511_14524_14521_14522,4.5,0.2,13.6,%, 792.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Pirmasens ,07317_07340,5.3,1.0,16.4,%, 917.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hamburg,02000,4.5,-1.4,16.1,%, 751.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Unstrut-Hainich-Kreis,16064,5.1,-0.3,20.3,%, 614.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kyffhäuserkreis,16065,6.4,-1.8,19.8,%, 537.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schmalkalden-Meiningen,16066,3.3,-2.1,16.8,%, 770.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gotha,16067,3.4,-3.2,18.8,%, 684.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Eichsfeld,16061,4.4,-0.5,15.6,%, 716.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordhausen,16062,6.2,0.3,15.8,%, 675.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wartburgkreis,16063,4.7,-0.0,18.5,%, 704.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sömmerda,16068,7.7,-1.7,18.9,%, 512.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hildburghausen,16069,2.8,-2.7,18.3,%, 797.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuwied,07138,3.6,-0.5,16.8,%, 832.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr, Region um Würzburg,09663_09679,7.0,1.5,19.1,%, 624.4,Zunahme 
Niederschlag,ganzes Jahr,Ahrweiler,07131,5.5,-3.0,14.7,%, 714.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altenkirchen (Westerwald),07132,1.9,-0.8,16.6,%, 1024.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Kreuznach,07133,8.0,-1.6,21.1,%, 634.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Birkenfeld,07134,3.4,-1.9,16.2,%, 871.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cochem-Zell,07135,6.5,-3.9,19.1,%, 758.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schweinfurt,09678,6.1,-0.2,20.2,%, 635.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Leipzig,14729,5.6,-0.6,17.5,%, 598.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Stuttgart ,08111_08115_08116_08118_08119,5.1,3.1,15.4,%, 819.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bodenseekreis,08435,5.0,-0.1,20.4,%, 1015.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ravensburg,08436,3.6,-0.2,18.0,%, 1151.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sigmaringen,08437,6.1,-0.2,17.0,%, 840.8,Zunahme 
Niederschlag,ganzes Jahr,Region um  Frankfurt am Main,06412_06413_06436_06434_06440_06435_06438_06433,5.4,-0.5,21.3,%, 748.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Hagen ,05914_05954_05913_05978_05962,2.7,-1.1,12.9,%, 981.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Main-Taunus-Kreis,06436_06412_06414_06433_06439_06434,6.8,-0.9,19.5,%, 699.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region Hannover,03241,4.6,0.3,15.6,%, 665.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Lahn-Kreis,07141,5.9,-2.2,16.6,%, 722.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Hunsrück-Kreis,07140,4.9,-3.5,18.0,%, 723.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Westerwaldkreis,07143,2.5,-0.6,15.8,%, 986.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Leverkusen ,05316_05315_05378_05158,4.0,-1.5,17.9,%, 934.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Aschaffenburg,09661_09671_09676,4.7,0.7,19.0,%, 833.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rosenheim,09187,5.2,1.0,15.6,%, 1268.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pfaffenhofen an der Ilm,09186,7.0,1.5,18.2,%, 791.4,Zunahme 
Niederschlag,ganzes Jahr,Neuburg-Schrobenhausen,09185,6.8,1.3,17.6,%, 748.8,Zunahme 
Niederschlag,ganzes Jahr,München,09184,6.1,1.3,15.8,%, 1044.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mühldorf am Inn,09183,7.0,2.5,18.8,%, 922.8,Zunahme 
Niederschlag,ganzes Jahr,Miesbach,09182,4.6,-0.3,11.2,%, 1592.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Landsberg am Lech,09181,5.0,0.8,17.0,%, 1008.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Garmisch-Partenkirchen,09180,4.5,-1.9,13.4,%, 1461.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Traunstein,09189,4.1,-0.6,14.8,%, 1382.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Starnberg,09188,5.4,1.0,16.7,%, 1039.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dithmarschen,01051,7.8,-0.5,19.8,%, 834.1,Zunahme 
Niederschlag,ganzes Jahr,Herzogtum Lauenburg,01053,4.6,-1.9,18.2,%, 717.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ostholstein,01055,5.5,-0.8,18.2,%, 670.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordfriesland,01054,6.3,-2.4,19.6,%, 806.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Plön,01057,7.4,-1.7,17.8,%, 736.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pinneberg,01056,5.0,-0.6,17.2,%, 781.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schleswig-Flensburg,01059,3.4,-0.5,16.6,%, 821.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rendsburg-Eckernförde,01058,5.8,-1.8,18.7,%, 818.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Lübeck,01003_13074_01055_01053_01062,4.9,-0.4,18.8,%, 677.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Oberhausen ,05119_05170_05512_05113_05117_05112,3.3,-0.5,15.4,%, 786.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Memmingen,09764_09778_08436,3.9,0.2,16.9,%, 1074.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wetteraukreis,06440,5.8,-1.1,22.4,%, 711.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Erft-Kreis,05362,5.6,-0.5,14.4,%, 687.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Euskirchen,05366,3.8,-2.2,13.4,%, 792.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Rostock ,13003_13072,6.3,-1.9,23.5,%, 609.6,Zunahme 
Niederschlag,ganzes Jahr,Wittenberg,15091,6.5,-2.2,21.1,%, 555.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Karlsruhe,08215,5.8,0.4,20.3,%, 805.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rastatt,08216,4.3,-3.0,20.7,%, 1200.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Offenbach ,06438_06432_06411_06433_06413_06435_06412_09671,4.9,0.4,22.1,%, 775.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Lindau (Bodensee) ,09776_08435_08436_09780_09763,4.2,-0.1,16.0,%, 1380.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Essen ,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916,2.3,-0.9,14.7,%, 874.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Gera ,16052_16076_15084_16074,7.5,-3.8,16.2,%, 593.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Märkischer Kreis,05962,2.5,-1.1,12.0,%, 1136.6,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Mannheim,08222_08221_08226_06431_07338_07311_07318_07314,5.0,1.4,22.5,%, 791.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Olpe,05966,1.5,-0.6,13.6,%, 1177.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Trier,07211_07235,3.8,-2.9,16.5,%, 863.9,Tendenz zur Zunahme 
