Klimakennwert,Jahreszeit,Landkreis Name,Landkreis Kennziffer (Kreisschlüssel),Median der Änderungen,Minimum,Maximum,Einheit,HYRAS Beobachtungen 1971-2000,Experteneinschätzung zur Belastbarkeit 
Niederschlag,ganzes Jahr,Nordhausen,16062,1.1,-8.4,13.2,%, 675.6,keine Änderungen 
Niederschlag,ganzes Jahr,Wartburgkreis,16063,1.2,-6.2,12.9,%, 704.3,keine Änderungen 
Niederschlag,ganzes Jahr,Sömmerda,16068,1.7,-6.4,13.6,%, 512.6,keine Änderungen 
Niederschlag,ganzes Jahr,Hildburghausen,16069,-1.4,-5.9,12.2,%, 797.3,keine Änderungen 
Niederschlag,ganzes Jahr,Neuwied,07138,-0.2,-8.1,7.2,%, 832.9,keine Änderungen 
Niederschlag,ganzes Jahr, Region um Würzburg,09663_09679,1.5,-8.3,13.0,%, 624.4,keine Änderungen 
Niederschlag,ganzes Jahr,Ahrweiler,07131,2.4,-7.5,8.8,%, 714.8,keine Änderungen 
Niederschlag,ganzes Jahr,Altenkirchen (Westerwald),07132,-0.9,-8.0,8.1,%, 1024.3,keine Änderungen 
Niederschlag,ganzes Jahr,Bad Kreuznach,07133,2.8,-5.1,11.4,%, 634.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Birkenfeld,07134,2.2,-7.9,12.0,%, 871.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cochem-Zell,07135,1.5,-8.2,9.5,%, 758.2,keine Änderungen 
Niederschlag,ganzes Jahr,Schweinfurt,09678,0.9,-5.4,14.4,%, 635.0,keine Änderungen 
Niederschlag,ganzes Jahr,Leipzig,14729,0.8,-5.6,10.5,%, 598.2,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Stuttgart ,08111_08115_08116_08118_08119,1.0,-10.7,9.8,%, 819.4,keine Änderungen 
Niederschlag,ganzes Jahr,Bodenseekreis,08435,1.2,-4.6,11.6,%, 1015.0,keine Änderungen 
Niederschlag,ganzes Jahr,Ravensburg,08436,0.0,-7.3,10.7,%, 1151.1,keine Änderungen 
Niederschlag,ganzes Jahr,Sigmaringen,08437,-0.2,-5.8,10.6,%, 840.8,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Frankfurt am Main,06412_06413_06436_06434_06440_06435_06438_06433,-0.2,-5.8,10.9,%, 748.2,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Hagen ,05914_05954_05913_05978_05962,0.3,-9.4,8.7,%, 981.9,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Main-Taunus-Kreis,06436_06412_06414_06433_06439_06434,0.7,-3.9,9.7,%, 699.1,keine Änderungen 
Niederschlag,ganzes Jahr,Region Hannover,03241,0.5,-7.3,10.4,%, 665.6,keine Änderungen 
Niederschlag,ganzes Jahr,Rhein-Lahn-Kreis,07141,-0.2,-5.7,9.1,%, 722.8,keine Änderungen 
Niederschlag,ganzes Jahr,Rhein-Hunsrück-Kreis,07140,0.1,-5.0,8.5,%, 723.4,keine Änderungen 
Niederschlag,ganzes Jahr,Westerwaldkreis,07143,-1.5,-6.9,8.8,%, 986.6,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Leverkusen ,05316_05315_05378_05158,1.1,-7.8,7.6,%, 934.5,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Aschaffenburg,09661_09671_09676,1.0,-8.8,10.1,%, 833.5,keine Änderungen 
Niederschlag,ganzes Jahr,Rosenheim,09187,0.4,-6.5,8.7,%, 1268.5,keine Änderungen 
Niederschlag,ganzes Jahr,Pfaffenhofen an der Ilm,09186,2.1,-6.6,10.8,%, 791.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuburg-Schrobenhausen,09185,2.1,-6.7,11.8,%, 748.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,München,09184,1.5,-5.3,10.2,%, 1044.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mühldorf am Inn,09183,2.2,-5.7,10.2,%, 922.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Miesbach,09182,0.5,-5.5,8.3,%, 1592.2,keine Änderungen 
Niederschlag,ganzes Jahr,Landsberg am Lech,09181,1.6,-4.7,11.7,%, 1008.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Garmisch-Partenkirchen,09180,0.7,-3.9,8.7,%, 1461.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Traunstein,09189,0.2,-4.2,7.4,%, 1382.3,keine Änderungen 
Niederschlag,ganzes Jahr,Starnberg,09188,2.5,-4.8,10.8,%, 1039.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dithmarschen,01051,3.1,-5.8,15.6,%, 834.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Herzogtum Lauenburg,01053,1.4,-9.0,10.2,%, 717.0,keine Änderungen 
Niederschlag,ganzes Jahr,Ostholstein,01055,4.3,-6.6,11.9,%, 670.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordfriesland,01054,2.4,-5.2,16.0,%, 806.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Plön,01057,4.2,-8.9,11.3,%, 736.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pinneberg,01056,2.9,-10.3,10.4,%, 781.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schleswig-Flensburg,01059,2.2,-8.0,11.9,%, 821.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rendsburg-Eckernförde,01058,3.5,-9.2,11.3,%, 818.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Lübeck,01003_13074_01055_01053_01062,2.3,-8.0,10.9,%, 677.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Oberhausen ,05119_05170_05512_05113_05117_05112,-0.4,-7.8,9.9,%, 786.0,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Memmingen,09764_09778_08436,0.5,-7.3,10.8,%, 1074.1,keine Änderungen 
Niederschlag,ganzes Jahr,Wetteraukreis,06440,-0.4,-6.1,11.3,%, 711.1,keine Änderungen 
Niederschlag,ganzes Jahr,Rhein-Erft-Kreis,05362,1.8,-6.7,8.0,%, 687.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Euskirchen,05366,0.2,-8.9,8.0,%, 792.3,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Rostock ,13003_13072,2.5,-5.5,11.6,%, 609.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wittenberg,15091,2.2,-4.1,11.6,%, 555.7,keine Änderungen 
Niederschlag,ganzes Jahr,Karlsruhe,08215,-1.8,-11.6,7.6,%, 805.7,keine Änderungen 
Niederschlag,ganzes Jahr,Rastatt,08216,-1.3,-11.0,6.1,%, 1200.7,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Offenbach ,06438_06432_06411_06433_06413_06435_06412_09671,0.2,-7.0,10.5,%, 775.1,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Lindau (Bodensee) ,09776_08435_08436_09780_09763,0.2,-5.6,9.7,%, 1380.3,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Essen ,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916,0.1,-7.7,9.5,%, 874.0,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Gera ,16052_16076_15084_16074,0.0,-5.8,13.3,%, 593.9,keine Änderungen 
Niederschlag,ganzes Jahr,Märkischer Kreis,05962,0.3,-9.6,8.3,%, 1136.6,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Mannheim,08222_08221_08226_06431_07338_07311_07318_07314,0.5,-11.0,7.7,%, 791.7,keine Änderungen 
Niederschlag,ganzes Jahr,Olpe,05966,-0.0,-9.6,9.3,%, 1177.2,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Trier,07211_07235,-1.3,-8.4,7.3,%, 863.9,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Leipzig,14713_14729_14730,0.8,-5.2,10.3,%, 576.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Breisgau-Hochschwarzwald,08315,-1.4,-6.9,8.6,%, 1153.7,keine Änderungen 
Niederschlag,ganzes Jahr,Ortenaukreis,08317,-1.6,-10.0,7.6,%, 1128.9,keine Änderungen 
Niederschlag,ganzes Jahr,Emmendingen,08316,-1.5,-9.0,8.1,%, 1064.3,keine Änderungen 
Niederschlag,ganzes Jahr,Region um Landau in der Pfalz ,07313_07337,0.3,-8.3,10.0,%, 793.8,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Dortmund,05913_05914_05911_05916_05978_05954_05562,0.1,-8.8,9.4,%, 850.5,keine Änderungen 
Niederschlag,ganzes Jahr,Region um  Brandenburg an der Havel,12051_12063_12069,1.5,-5.9,10.6,%, 532.4,Tendenz zur Zunahme 
