Klimakennwert,Jahreszeit,Landkreis Name,Landkreis Kennziffer (Kreisschlüssel),Median der Änderungen,Minimum,Maximum,Einheit,HYRAS Beobachtungen 1971-2000,Experteneinschätzung zur Belastbarkeit 
Niederschlag,ganzes Jahr,Waldshut,08337,3.7,-7.4,17.8,%, 1289.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lörrach,08336,2.5,-6.4,21.8,%, 1289.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Konstanz,08335,6.5,-4.8,19.2,%, 849.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Schwerin ,13004_13076_13074,5.2,-5.6,16.7,%, 619.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Wilhelmshaven,03405_03455,5.5,-5.5,17.4,%, 805.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Ansbach,09561_09571,6.2,-4.9,17.1,%, 710.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Koblenz,07111_07137_07141_07143,4.3,-8.1,18.0,%, 802.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Biberach,08426,6.1,-3.9,19.7,%, 853.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Alb-Donau-Kreis,08425,5.9,-4.0,15.9,%, 836.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rottweil,08325,5.1,-7.3,20.6,%, 1043.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schwarzwald-Baar-Kreis,08326,3.3,-8.2,15.1,%, 1129.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Tuttlingen,08327,5.2,-5.2,16.0,%, 862.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Bayreuth ,09462_09472,4.1,-9.7,19.7,%, 868.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Diepholz,03251,5.1,-4.2,17.7,%, 684.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mayen-Koblenz,07137,4.9,-9.4,18.0,%, 673.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Holzminden,03255,5.5,-8.1,15.8,%, 855.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hildesheim,03254,5.6,-6.7,17.2,%, 708.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schaumburg,03257,4.4,-7.2,16.4,%, 743.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nienburg (Weser),03256,5.7,-5.2,18.6,%, 679.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Vogtlandkreis,14523,6.2,-6.4,17.9,%, 748.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mittelsachsen,14522,7.6,-4.3,16.2,%, 749.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erzgebirgskreis,14521,6.4,-7.3,14.8,%, 900.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Berlin,11000,8.5,-2.0,19.8,%, 566.9,Zunahme 
Niederschlag,ganzes Jahr,Zwickau,14524,7.0,-2.9,20.3,%, 702.6,Zunahme 
Niederschlag,ganzes Jahr,Region um Schwabach ,09565_09576_09564,6.5,-5.3,20.1,%, 713.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Braunschweig,03101_03157_03154_03151_03102_03158_03103,5.1,-4.3,15.6,%, 634.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Hof ,09464_09475,5.6,-8.6,19.8,%, 843.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Kaiserslautern,07312_07335_07332,4.8,-8.8,15.8,%, 736.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  München,09162_09184_09179_09174,6.4,-2.1,20.0,%, 958.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Cottbus ,12052_12071,8.6,-0.2,20.6,%, 575.7,Zunahme 
Niederschlag,ganzes Jahr,Region um  Bochum,05911_05954_05913_05513_05113_05916_05562,3.3,-11.4,17.8,%, 863.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bautzen,14625,8.3,-1.0,17.3,%, 683.7,Zunahme 
Niederschlag,ganzes Jahr,Görlitz,14626,8.2,-0.2,18.2,%, 667.2,Zunahme 
Niederschlag,ganzes Jahr,Meißen,14627,8.3,-1.4,17.7,%, 597.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Amberg ,09361_09371,5.7,-8.7,17.4,%, 789.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sächsische Schweiz-Osterzgebirge,14628,7.5,-4.5,16.3,%, 772.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Esslingen,08116,5.6,-4.5,17.8,%, 838.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Böblingen,08115,6.9,-3.8,15.0,%, 756.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Eisenach ,16056_16063_06636,6.0,-5.1,17.2,%, 731.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Düren,05358,4.0,-10.1,14.9,%, 715.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Ludwigshafen am Rhein ,07314_07311_07338_08222,6.3,-8.0,28.0,%, 598.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Passau ,09262_09275,5.9,-6.2,21.4,%, 935.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Magdeburg ,15003_15083_15089_15086,7.3,-3.0,17.6,%, 506.5,Zunahme 
Niederschlag,ganzes Jahr,Region um Straubing ,09263_09278,6.0,-7.3,20.5,%, 811.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Coburg,09463_09473,4.5,-5.5,22.9,%, 737.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Duisburg ,05112_05114_05119_05117_05170_05158_05111,3.5,-10.0,20.8,%, 798.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Bremen ,04011_03361_03251_03401_03461_03356_03352_04012,5.9,-4.5,18.0,%, 740.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Delmenhorst ,03401_03458_04011_03251_03461,5.2,-4.4,17.4,%, 713.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Potsdam,12054_12063_12069_11000_12051,7.3,-3.2,19.0,%, 538.0,Zunahme 
Niederschlag,ganzes Jahr,Cloppenburg,03453,4.3,-5.1,16.8,%, 775.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Aurich,03452,5.7,-6.2,19.9,%, 804.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ammerland,03451,4.5,-6.2,17.2,%, 785.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Leer,03457,5.0,-6.2,19.1,%, 767.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Grafschaft Bentheim,03456,4.1,-5.6,19.0,%, 780.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Friesland,03455,5.5,-5.7,17.3,%, 802.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Emsland,03454,4.3,-6.3,18.5,%, 769.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Osnabrück,03459,4.6,-6.9,15.9,%, 795.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oldenburg,03458,4.7,-5.9,15.5,%, 738.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Coesfeld,05558,3.9,-8.9,15.9,%, 808.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Potsdam-Mittelmark,12069,7.9,-3.5,18.8,%, 535.7,Zunahme 
Niederschlag,ganzes Jahr,Freising,09178,7.3,-3.7,20.8,%, 811.0,Zunahme 
Niederschlag,ganzes Jahr,Fürstenfeldbruck,09179,6.7,-2.8,19.6,%, 925.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Minden-Lübbecke,05770,5.5,-6.8,18.3,%, 700.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erding,09177,7.4,-2.9,21.2,%, 889.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dachau,09174,6.4,-1.9,21.1,%, 882.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ebersberg,09175,6.8,-1.6,20.3,%, 1056.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Paderborn,05774,4.3,-12.1,20.2,%, 861.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Tölz-Wolfratshausen,09173,5.7,-5.3,20.9,%, 1481.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altötting,09171,7.3,-2.4,20.1,%, 936.1,Zunahme 
Niederschlag,ganzes Jahr,Segeberg,01060,4.7,-5.3,16.9,%, 810.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Steinburg,01061,6.1,-6.2,18.2,%, 835.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Stormarn,01062,4.8,-5.5,15.9,%, 770.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Warendorf,05570,5.4,-8.2,18.3,%, 758.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Erlangen-Höchstadt,09572,5.8,-5.1,21.8,%, 703.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ansbach,09571,6.2,-4.9,17.2,%, 712.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Roth,09576,6.3,-5.1,19.8,%, 727.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Weißenburg-Gunzenhausen,09577,6.0,-4.2,17.5,%, 743.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nürnberger Land,09574,4.7,-8.5,22.1,%, 869.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Aisch-Bad Windsheim,09575,6.1,-3.6,20.2,%, 675.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wesel,05170,4.1,-8.7,17.9,%, 761.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lichtenfels,09478,5.1,-5.4,21.6,%, 729.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Coburg,09473,4.5,-5.5,22.9,%, 737.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bayreuth,09472,4.1,-9.7,19.6,%, 874.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bamberg,09471,5.0,-4.6,21.5,%, 737.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oder-Spree,12067,8.3,-0.7,19.0,%, 556.2,Zunahme 
Niederschlag,ganzes Jahr,Kulmbach,09477,3.8,-7.4,21.0,%, 836.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kronach,09476,3.9,-7.0,21.4,%, 932.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hof,09475,5.6,-8.6,19.8,%, 850.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Forchheim,09474,4.7,-6.8,22.3,%, 822.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Vogelsbergkreis,06535,5.1,-7.0,21.7,%, 829.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Marburg-Biedenkopf,06534,6.7,-8.1,17.5,%, 752.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Limburg-Weilburg,06533,6.3,-7.1,17.2,%, 745.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Lahn-Dill-Kreis,06532,5.0,-7.1,17.1,%, 862.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gießen,06531,5.7,-5.2,21.1,%, 694.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Heidelberg,08221_08226_08222,4.7,-7.1,24.5,%, 832.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Solingen ,05122_05158_05124_05378_05120,3.5,-10.7,21.2,%, 1045.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Köln,05315,5.0,-10.2,26.8,%, 788.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Oberallgäu,09780,4.2,-6.1,20.0,%, 1730.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Deggendorf,09271,5.3,-7.2,22.2,%, 963.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kelheim,09273,6.9,-2.8,19.7,%, 738.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Sieg-Kreis,05382,4.7,-10.8,25.7,%, 822.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Passau,09275,5.9,-6.1,21.4,%, 937.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Landshut,09274,7.1,-3.3,19.7,%, 787.1,Zunahme 
Niederschlag,ganzes Jahr,Rottal-Inn,09277,7.3,-1.6,19.6,%, 863.9,Zunahme 
Niederschlag,ganzes Jahr,Regen,09276,4.2,-10.1,18.7,%, 1127.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Dingolfing-Landau,09279,7.7,-3.0,19.7,%, 771.0,Zunahme 
Niederschlag,ganzes Jahr,Straubing-Bogen,09278,5.9,-7.3,20.4,%, 815.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cham,09372,4.9,-9.9,17.7,%, 847.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neumarkt in der Oberpfalz,09373,5.5,-7.3,19.8,%, 821.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neustadt an der Waldnaab,09374,4.8,-11.8,18.9,%, 777.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Regensburg,09375,6.4,-4.4,18.6,%, 723.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schwandorf,09376,5.9,-9.0,19.8,%, 752.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Tirschenreuth,09377,4.3,-11.7,17.9,%, 810.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ennepe-Ruhr-Kreis,05954,3.5,-12.4,17.0,%, 989.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hochsauerlandkreis,05958,3.6,-13.2,12.7,%, 1031.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Unterallgäu,09778,5.2,-4.6,19.5,%, 1000.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Chemnitz ,14511_14524_14521_14522,7.4,-5.3,16.4,%, 792.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Pirmasens ,07317_07340,3.9,-9.1,17.8,%, 917.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hamburg,02000,5.1,-5.5,16.9,%, 751.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Unstrut-Hainich-Kreis,16064,6.6,-4.4,16.0,%, 614.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Kyffhäuserkreis,16065,7.7,-2.3,15.2,%, 537.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schmalkalden-Meiningen,16066,5.1,-6.3,18.2,%, 770.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Gotha,16067,5.6,-5.5,17.1,%, 684.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Eichsfeld,16061,4.9,-3.9,16.3,%, 716.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordhausen,16062,6.1,-6.2,21.3,%, 675.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wartburgkreis,16063,5.7,-5.6,17.9,%, 704.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sömmerda,16068,8.0,-3.2,19.5,%, 512.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Hildburghausen,16069,4.3,-5.4,21.2,%, 797.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuwied,07138,4.1,-9.4,24.5,%, 832.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr, Region um Würzburg,09663_09679,6.3,-2.8,21.1,%, 624.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ahrweiler,07131,4.7,-10.0,15.2,%, 714.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Altenkirchen (Westerwald),07132,4.0,-10.6,18.8,%, 1024.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bad Kreuznach,07133,5.6,-9.1,15.2,%, 634.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Birkenfeld,07134,2.8,-13.0,14.5,%, 871.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Cochem-Zell,07135,5.2,-8.2,14.6,%, 758.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schweinfurt,09678,5.7,-2.6,22.9,%, 635.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Leipzig,14729,8.0,-0.6,20.6,%, 598.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Stuttgart ,08111_08115_08116_08118_08119,5.7,-4.7,18.8,%, 819.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Bodenseekreis,08435,6.1,-4.4,24.0,%, 1015.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ravensburg,08436,4.5,-3.9,22.4,%, 1151.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Sigmaringen,08437,5.8,-4.5,17.1,%, 840.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Frankfurt am Main,06412_06413_06436_06434_06440_06435_06438_06433,5.0,-5.0,21.8,%, 748.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Hagen ,05914_05954_05913_05978_05962,3.1,-12.4,16.6,%, 981.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Main-Taunus-Kreis,06436_06412_06414_06433_06439_06434,5.7,-4.8,18.2,%, 699.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region Hannover,03241,5.0,-6.5,17.8,%, 665.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Lahn-Kreis,07141,5.7,-5.7,18.6,%, 722.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Hunsrück-Kreis,07140,4.9,-6.4,14.3,%, 723.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Westerwaldkreis,07143,3.6,-8.5,17.5,%, 986.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Leverkusen ,05316_05315_05378_05158,4.2,-10.6,23.9,%, 934.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Aschaffenburg,09661_09671_09676,4.3,-7.3,22.6,%, 833.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rosenheim,09187,6.9,-2.3,20.8,%, 1268.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pfaffenhofen an der Ilm,09186,7.2,-2.1,22.3,%, 791.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Neuburg-Schrobenhausen,09185,6.8,-3.4,21.2,%, 748.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,München,09184,6.3,-2.6,20.0,%, 1044.5,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Mühldorf am Inn,09183,7.7,-0.8,19.4,%, 922.8,Zunahme 
Niederschlag,ganzes Jahr,Miesbach,09182,4.9,-4.2,17.7,%, 1592.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Landsberg am Lech,09181,6.1,-4.7,18.7,%, 1008.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Garmisch-Partenkirchen,09180,5.0,-6.4,15.0,%, 1461.2,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Traunstein,09189,6.5,-1.6,21.1,%, 1382.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Starnberg,09188,6.5,-3.0,20.7,%, 1039.3,Zunahme 
Niederschlag,ganzes Jahr,Dithmarschen,01051,6.8,-7.7,27.0,%, 834.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Herzogtum Lauenburg,01053,4.4,-4.5,16.6,%, 717.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Ostholstein,01055,5.9,-5.3,16.2,%, 670.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Nordfriesland,01054,7.0,-6.7,25.0,%, 806.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Plön,01057,5.2,-5.2,15.1,%, 736.8,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Pinneberg,01056,4.7,-5.1,18.0,%, 781.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Schleswig-Flensburg,01059,3.8,-6.7,16.7,%, 821.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rendsburg-Eckernförde,01058,5.4,-6.0,16.0,%, 818.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Lübeck,01003_13074_01055_01053_01062,5.5,-4.4,15.9,%, 677.4,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Oberhausen ,05119_05170_05512_05113_05117_05112,3.5,-9.7,19.5,%, 786.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Memmingen,09764_09778_08436,4.8,-4.2,21.2,%, 1074.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wetteraukreis,06440,5.2,-4.4,22.3,%, 711.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rhein-Erft-Kreis,05362,4.8,-7.5,21.6,%, 687.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Euskirchen,05366,3.5,-13.0,13.2,%, 792.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Rostock ,13003_13072,6.5,-7.1,18.8,%, 609.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Wittenberg,15091,8.0,-1.6,20.7,%, 555.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Karlsruhe,08215,4.5,-6.5,23.9,%, 805.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Rastatt,08216,3.3,-7.2,24.0,%, 1200.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Offenbach ,06438_06432_06411_06433_06413_06435_06412_09671,4.6,-5.3,23.5,%, 775.1,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Lindau (Bodensee) ,09776_08435_08436_09780_09763,4.6,-4.2,21.9,%, 1380.3,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Essen ,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916,3.5,-11.0,19.0,%, 874.0,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um Gera ,16052_16076_15084_16074,7.7,-2.5,18.8,%, 593.9,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Märkischer Kreis,05962,3.0,-12.4,16.2,%, 1136.6,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Region um  Mannheim,08222_08221_08226_06431_07338_07311_07318_07314,4.8,-7.1,24.3,%, 791.7,Tendenz zur Zunahme 
Niederschlag,ganzes Jahr,Olpe,05966,3.8,-12.1,17.3,%, 1177.2,Tendenz zur Zunahme 
