,AGS,Name,Bundesland,kg_per_person_2016,kg_per_person_2020,waste_rank,waste_third
221,8316,Emmendingen,Baden-Württemberg,123.72971681643604,124.04861502319282,249.0,mittleren Drittel
222,8317,Ortenaukreis,Baden-Württemberg,113.15219470945462,119.91307966156548,260.0,mittleren Drittel
223,8325,Rottweil,Baden-Württemberg,147.2669833076695,156.1648331264358,162.0,mittleren Drittel
224,8326,Schwarzwald-Baar-Kreis,Baden-Württemberg,140.81986253117802,146.62802059453568,184.0,mittleren Drittel
225,8327,Tuttlingen,Baden-Württemberg,183.5156640288447,173.6776725342669,123.0,besten Drittel
226,8335,Konstanz,Baden-Württemberg,143.18670687583943,151.17332924329676,174.0,mittleren Drittel
227,8336,Lörrach,Baden-Württemberg,182.08266496736908,207.40510920198216,58.0,besten Drittel
228,8337,Waldshut,Baden-Württemberg,124.01392935825456,192.17225249216,83.0,besten Drittel
229,8415,Reutlingen,Baden-Württemberg,148.2001675572546,164.66954437785438,138.0,mittleren Drittel
230,8416,Tübingen,Baden-Württemberg,76.114585883767,107.02890082329922,290.0,schlechtesten Drittel
231,8417,Zollernalbkreis,Baden-Württemberg,101.99518679195948,129.1991025060307,230.0,mittleren Drittel
232,8421,Ulm,Baden-Württemberg,112.58299516752318,117.49535224081326,268.0,schlechtesten Drittel
233,8425,Alb-Donau-Kreis,Baden-Württemberg,137.33847856898996,106.3550685152671,291.0,schlechtesten Drittel
234,8426,Biberach,Baden-Württemberg,101.90310184194163,94.25463535228675,316.0,schlechtesten Drittel
235,8435,Bodenseekreis,Baden-Württemberg,167.65382268737974,160.38017264721137,156.0,mittleren Drittel
236,8436,Ravensburg,Baden-Württemberg,116.48030906127607,137.21457353928812,206.0,mittleren Drittel
237,8437,Sigmaringen,Baden-Württemberg,109.26117827672232,98.47570754356758,308.0,schlechtesten Drittel
238,9161,Ingolstadt,Bayern,174.09588518321746,155.48513347742275,163.0,mittleren Drittel
239,9162,München,Bayern,52.33213663037859,55.968880568632486,375.0,schlechtesten Drittel
240,9163,Rosenheim,Bayern,109.66619862139392,121.40082716107624,256.0,mittleren Drittel
241,9171,Altötting,Bayern,98.68216629197052,94.5689361778351,315.0,schlechtesten Drittel
242,9172,Berchtesgadener Land,Bayern,82.48468606431852,133.82301767189895,219.0,mittleren Drittel
243,9173,Bad Tölz-Wolfratshausen,Bayern,186.27653817996625,189.0618662839672,87.0,besten Drittel
244,9174,Dachau,Bayern,140.79250061323663,131.55231212568577,226.0,mittleren Drittel
245,9175,Ebersberg,Bayern,203.2427921965817,233.17209263590368,35.0,besten Drittel
246,9176,Eichstätt,Bayern,144.3183903125191,179.77156845812465,113.0,besten Drittel
247,9177,Erding,Bayern,191.103825620805,190.52350404273852,86.0,besten Drittel
248,9178,Freising,Bayern,87.33639357690141,104.35187701385922,294.0,schlechtesten Drittel
249,9179,Fürstenfeldbruck,Bayern,97.5343198513306,97.3073054768218,312.0,schlechtesten Drittel
250,9180,Garmisch-Partenkirchen,Bayern,91.69634830501724,107.95319385131232,288.0,schlechtesten Drittel
251,9181,Landsberg am Lech,Bayern,267.0288481785639,254.7781753278411,20.0,besten Drittel
252,9182,Miesbach,Bayern,185.23090622090905,188.5948713853648,90.0,besten Drittel
253,9183,Mühldorf am Inn,Bayern,124.8432283478476,141.3596833872754,198.0,mittleren Drittel
254,9184,München,Bayern,130.2339802856685,130.1657205770908,229.0,mittleren Drittel
255,9185,Neuburg-Schrobenhausen,Bayern,172.89236520849215,146.8228793615062,183.0,mittleren Drittel
256,9186,Pfaffenhofen an der Ilm,Bayern,215.3015949154575,230.27538566383743,40.0,besten Drittel
257,9187,Rosenheim,Bayern,196.3870957718689,152.35689914068797,170.0,mittleren Drittel
258,9188,Starnberg,Bayern,148.80651960929848,134.84371568699217,214.0,mittleren Drittel
259,9189,Traunstein,Bayern,88.34812547383301,88.49198523818914,330.0,schlechtesten Drittel
260,9190,Weilheim-Schongau,Bayern,173.3465811039975,175.01138584042195,121.0,besten Drittel
261,9261,Landshut,Bayern,170.39628704034274,161.4452884417984,152.0,mittleren Drittel
262,9262,Passau,Bayern,218.721854563966,210.98922064294567,52.0,besten Drittel
263,9263,Straubing,Bayern,221.3312969326715,218.55834663530203,45.0,besten Drittel
264,9271,Deggendorf,Bayern,219.4624195372488,210.13734631190417,53.0,besten Drittel
265,9272,Freyung-Grafenau,Bayern,220.83653108211817,209.9802182375088,54.0,besten Drittel
266,9273,Kelheim,Bayern,148.35499170619076,150.012156576708,176.0,mittleren Drittel
267,9274,Landshut,Bayern,112.30555448334428,118.85278954780354,265.0,mittleren Drittel
268,9275,Passau,Bayern,220.6147037648753,209.60021503820028,56.0,besten Drittel
269,9276,Regen,Bayern,220.43867490639616,209.82241020268265,55.0,besten Drittel
270,9277,Rottal-Inn,Bayern,152.31112634491754,158.8177339901478,160.0,mittleren Drittel
271,9278,Straubing-Bogen,Bayern,222.8661271303454,217.8681999115436,46.0,besten Drittel
272,9279,Dingolfing-Landau,Bayern,152.15446940600833,158.9609641725968,159.0,mittleren Drittel
273,9361,Amberg,Bayern,209.21885331066403,193.90278702558737,74.0,besten Drittel
274,9362,Regensburg,Bayern,150.18366770274088,166.4477572732646,135.0,mittleren Drittel
275,9363,Weiden in der Oberpfalz,Bayern,204.14646773662164,184.5303867403315,97.0,besten Drittel
276,9371,Amberg-Sulzbach,Bayern,140.71585977924258,122.18683857938989,254.0,mittleren Drittel
277,9372,Cham,Bayern,212.88548511637435,214.24891095601663,50.0,besten Drittel
278,9373,Neumarkt in der Oberpfalz,Bayern,113.37363855934134,158.0181179515622,161.0,mittleren Drittel
279,9374,Neustadt an der Waldnaab,Bayern,160.10071090047393,187.268212795182,93.0,besten Drittel
280,9375,Regensburg,Bayern,204.57158456748968,230.8480247072449,39.0,besten Drittel
281,9376,Schwandorf,Bayern,49.6209984729884,47.9400849963294,383.0,schlechtesten Drittel
282,9377,Tirschenreuth,Bayern,31.45999616007022,49.249609462173616,381.0,schlechtesten Drittel
283,9461,Bamberg,Bayern,102.3592939281518,118.52779299371365,266.0,mittleren Drittel
